OrdenID,ProductoID,Cantidad,PrecioUnitario
942,1,3,178.82
655,36,5,259.26
199,29,1,498.31
229,15,3,225.36
87,34,5,102.9
922,7,5,35.72
368,17,3,249.88
96,25,2,257.36
276,35,3,448.38
218,17,3,214.63
65,27,3,450.53
644,20,5,402.41
69,3,3,276.62
603,19,3,333.27
363,30,3,306.49
621,36,5,497.62
718,36,4,111.56
252,1,4,42.58
472,8,2,97.99
633,8,4,457.28
295,30,1,389.48
208,9,3,118.62
322,29,4,85.64
819,30,4,495.91
699,30,1,181.8
528,6,5,337.63
693,16,2,353.29
53,16,3,209.96
832,23,1,173.38
766,26,2,23.92
740,14,5,358.76
249,20,3,430.94
589,27,3,135.36
544,15,5,57.91
861,29,1,26.69
412,10,1,127.49
836,2,3,47.38
611,33,3,48.7
952,36,4,398.7
661,8,3,144.62
146,21,1,62.57
347,24,5,262.73
576,13,2,354.16
898,25,5,391.74
360,31,4,322.53
207,13,4,142.61
934,17,4,259.35
711,20,1,218.19
14,2,4,383.57
272,5,5,189.86
976,2,2,214.64
861,19,5,224.57
871,6,2,274.3
337,20,3,289.05
748,35,5,80.27
789,34,1,76.72
532,23,3,271.19
964,8,1,398.03
476,22,1,44.88
303,24,4,432.39
797,15,1,106.55
998,3,2,316.57
869,27,1,316.8
98,29,2,415.49
412,8,5,79.12
127,32,1,389.3
774,28,1,279.62
379,35,5,63.03
934,9,1,377.92
909,21,3,294.4
69,9,1,14.96
911,16,1,90.73
756,14,5,483.05
378,33,4,153.93
582,22,2,427.47
785,15,3,431.1
158,31,5,18.65
322,13,3,230.97
750,3,3,231.38
380,14,2,471.7
265,30,1,74.96
514,25,4,199.46
508,1,1,32.36
737,22,2,152.7
558,32,4,492.83
502,24,4,339.0
520,16,4,75.34
903,33,5,356.9
962,21,3,326.27
332,12,3,273.31
578,19,5,90.22
183,27,1,246.56
7,23,2,423.67
18,29,3,153.43
131,18,1,296.85
823,14,4,188.08
104,24,1,69.17
947,18,2,359.52
620,33,5,81.87
915,34,4,243.54
575,6,3,79.38
967,25,3,284.67
27,21,1,60.55
628,28,5,290.66
114,4,3,457.86
857,12,4,145.03
438,1,5,348.91
622,28,5,103.54
872,31,3,212.41
324,25,3,12.47
242,29,3,269.42
290,8,3,110.95
510,30,4,109.49
105,28,3,13.89
840,16,2,459.11
615,36,2,393.0
281,20,3,12.26
186,33,3,380.11
502,20,3,165.02
85,13,3,154.03
5,22,2,136.1
7,1,2,269.64
912,1,1,237.6
240,28,1,67.65
845,16,2,371.97
293,22,5,196.57
973,10,3,403.43
271,12,4,199.3
955,6,1,367.36
591,26,1,172.21
45,34,5,180.44
154,22,1,247.47
95,19,4,95.3
384,6,5,352.86
344,13,3,135.49
967,4,5,165.94
255,3,3,215.11
312,2,3,255.81
338,28,3,39.67
885,24,1,360.51
621,35,1,347.72
840,27,5,379.08
445,15,5,30.85
196,34,1,113.62
38,16,3,136.7
532,19,3,104.38
185,23,5,266.56
114,4,2,195.61
227,34,4,307.12
701,18,5,326.2
21,28,5,316.89
821,19,4,116.91
602,2,4,187.46
82,23,5,364.43
242,28,2,20.59
774,26,5,226.41
408,18,5,483.95
139,36,5,136.41
394,14,4,342.09
507,21,4,195.45
674,25,4,209.05
22,3,3,257.86
23,7,1,451.18
622,26,1,96.57
619,6,2,132.99
450,35,3,120.9
702,32,1,469.46
177,28,4,183.43
12,29,4,84.77
864,10,4,51.02
978,32,2,432.55
378,21,2,135.25
13,28,1,288.8
698,23,4,481.4
59,21,1,315.11
533,35,1,391.45
944,33,1,364.75
21,24,3,338.34
667,8,3,36.38
370,11,2,143.9
993,21,4,212.96
498,16,4,303.94
298,21,2,436.22
65,34,3,489.76
140,26,5,400.41
92,2,4,352.33
420,26,3,225.72
378,23,5,195.18
980,24,4,103.12
213,32,4,71.77
4,9,1,28.38
123,24,2,401.07
933,34,4,231.51
267,16,1,493.25
612,5,4,161.15
285,33,1,275.61
668,4,3,79.79
558,26,4,104.87
197,31,3,167.12
626,32,1,448.2
155,3,2,383.77
159,30,3,191.72
506,31,1,184.8
647,29,1,154.27
48,16,1,42.71
587,25,3,130.46
382,13,3,172.44
161,36,4,204.38
993,24,3,112.21
404,30,5,233.56
303,3,4,331.77
226,6,5,30.4
494,27,3,118.9
776,9,3,196.59
657,19,2,451.41
858,35,4,457.91
492,21,4,162.96
655,4,4,153.84
170,22,3,229.51
497,21,1,240.15
948,12,3,478.46
72,16,3,456.86
170,36,5,437.08
472,3,2,109.18
96,18,1,98.14
435,18,4,156.8
384,3,2,472.08
719,15,1,473.44
400,3,2,324.35
814,20,1,153.82
806,10,3,254.25
939,16,2,115.89
717,12,5,39.24
284,36,3,487.19
638,14,1,111.31
701,6,5,44.63
539,18,2,70.99
998,24,2,354.88
663,31,3,270.11
369,35,5,314.55
93,8,2,289.44
22,21,2,137.17
358,36,1,400.74
34,22,5,434.79
961,23,2,417.11
905,32,2,290.7
813,34,4,270.31
14,19,5,433.65
393,9,4,52.96
491,30,3,17.85
821,19,4,122.75
11,11,5,216.62
429,13,1,181.64
466,6,1,304.36
151,5,1,95.37
361,9,2,248.92
770,12,2,204.25
975,34,3,175.0
767,5,5,345.0
252,33,2,96.05
235,18,3,280.5
108,27,3,376.46
593,10,4,193.02
215,18,5,471.89
472,8,4,104.33
81,27,2,250.0
344,25,4,98.5
681,18,4,308.49
308,28,3,239.49
135,34,3,145.95
632,7,4,306.39
229,30,4,268.58
369,2,1,144.92
261,19,3,228.03
587,6,3,361.84
481,14,2,19.69
571,25,2,127.45
73,17,3,210.07
217,13,5,303.23
731,9,1,426.86
449,16,5,435.12
79,3,4,342.83
221,8,5,148.7
331,3,2,370.7
532,24,3,409.1
562,31,1,487.22
311,11,1,101.92
647,17,2,242.45
63,1,3,31.23
26,34,1,426.11
266,30,4,358.6
919,34,1,154.04
539,2,2,149.85
531,1,3,351.12
645,14,4,325.5
985,5,4,156.61
571,4,5,454.94
385,27,3,396.86
731,27,1,298.93
408,6,2,36.68
826,13,3,360.86
34,36,2,30.28
317,28,3,424.88
871,23,3,47.35
678,23,4,394.91
604,3,4,309.38
127,23,3,165.27
922,20,4,390.96
740,6,3,243.37
330,8,3,59.45
834,2,1,263.7
178,36,4,407.99
436,34,3,159.76
933,25,4,247.63
67,12,1,263.84
626,19,3,335.44
141,27,1,306.08
561,13,4,423.85
891,8,2,34.89
782,8,4,334.67
110,36,4,358.22
901,13,3,184.97
760,7,3,328.11
555,33,1,115.27
559,5,2,473.06
369,6,3,388.49
140,21,4,240.93
779,11,5,56.75
138,21,3,49.41
906,6,3,351.63
467,8,1,429.05
727,9,4,136.27
378,9,5,191.69
232,25,2,434.79
735,20,2,144.66
704,36,3,77.61
562,29,2,331.77
941,36,1,199.64
296,23,3,419.02
864,35,4,118.12
951,6,1,352.38
850,7,4,37.96
468,2,5,70.52
772,22,2,36.05
377,9,4,399.59
685,28,2,390.21
840,27,1,194.28
96,11,1,240.04
51,29,5,268.92
993,13,2,364.23
784,31,2,490.63
374,29,2,431.7
666,11,1,106.98
40,8,3,373.05
640,25,5,183.51
131,19,4,254.18
747,33,2,85.19
271,17,4,414.62
135,27,4,141.22
770,12,3,240.68
824,36,5,394.62
792,23,2,68.13
568,26,5,77.01
302,16,1,122.45
103,29,4,495.59
676,21,3,39.33
541,4,2,213.44
498,33,4,467.65
9,31,3,135.7
714,12,5,131.32
574,28,4,55.11
941,2,2,29.5
354,34,3,115.32
901,28,3,182.6
440,30,4,377.75
938,6,3,94.25
893,3,3,450.16
886,22,1,388.41
324,32,1,380.27
905,10,2,407.19
865,33,1,243.33
835,2,3,368.64
674,34,3,418.96
932,14,5,23.34
657,22,3,476.75
34,31,5,381.62
930,30,1,197.11
172,11,3,243.66
815,15,2,44.1
222,1,2,409.02
878,17,4,47.83
473,6,1,145.07
345,4,1,65.86
141,30,2,44.67
502,26,2,152.99
738,7,3,206.76
553,35,1,169.2
873,35,1,313.94
938,29,4,333.64
776,3,1,442.14
355,2,1,330.49
799,19,4,318.49
669,17,3,152.56
256,28,3,153.62
567,25,2,289.39
535,31,1,145.48
381,4,2,398.31
901,1,2,81.88
913,31,3,271.96
681,14,3,317.52
184,32,3,40.11
387,25,5,237.03
114,18,1,444.16
477,10,3,370.27
491,19,4,222.29
209,4,4,198.29
210,21,1,333.04
587,32,4,13.46
565,28,2,328.92
694,3,1,18.97
956,20,3,200.43
789,4,4,48.32
668,12,5,457.07
855,11,4,478.51
467,9,2,455.07
472,31,4,18.82
55,22,4,19.7
393,4,2,174.36
59,6,1,299.65
950,7,1,396.8
282,31,4,189.3
810,19,3,115.22
555,33,1,306.01
896,18,5,114.02
37,33,5,258.29
425,13,5,206.5
601,33,4,399.58
481,26,4,294.62
114,3,4,411.37
405,16,3,476.64
94,18,3,339.73
386,29,3,465.51
90,5,1,155.69
437,23,2,382.73
843,21,2,412.85
626,33,5,80.08
519,11,2,490.0
875,13,4,400.76
64,17,4,65.55
156,14,2,64.63
3,5,2,236.84
806,13,2,399.64
179,29,3,133.78
775,26,1,404.28
187,3,3,312.91
566,21,2,478.97
627,10,3,228.49
549,17,5,449.21
452,19,5,220.33
274,36,5,405.34
395,26,4,176.63
520,8,4,56.54
487,21,3,241.41
340,10,2,86.78
732,26,4,20.43
229,4,1,44.75
329,28,3,17.43
430,10,3,112.7
628,1,3,496.45
174,10,3,325.01
583,26,4,399.46
677,29,2,254.86
555,17,1,211.25
587,1,3,197.43
783,9,1,362.72
704,7,2,355.36
148,27,1,457.16
355,27,3,56.35
901,28,3,299.19
175,28,3,283.26
71,22,2,390.07
416,18,5,35.31
87,33,1,107.75
50,17,3,497.94
243,21,4,92.74
131,13,5,231.26
503,5,2,351.13
459,5,1,407.91
16,24,2,482.68
524,36,1,352.17
821,33,1,188.03
514,14,3,492.1
504,11,2,479.79
735,10,4,66.18
324,18,4,56.17
599,28,3,206.64
654,1,3,80.1
665,31,2,122.05
670,18,3,150.99
6,6,5,92.81
344,25,1,88.65
242,13,1,252.44
253,30,3,491.16
358,17,1,343.51
83,29,5,296.14
975,4,4,138.24
634,29,5,178.11
621,3,1,140.82
436,20,4,449.05
921,24,4,342.86
613,7,3,470.56
669,35,1,14.12
382,36,4,359.03
502,21,3,204.37
516,24,3,102.17
458,5,5,239.65
848,13,2,380.87
786,15,4,229.92
965,6,3,176.35
657,15,1,310.02
834,23,3,126.05
779,27,1,197.84
266,8,3,486.68
399,33,4,395.18
149,31,1,384.24
449,31,5,438.61
334,29,5,224.86
404,11,1,354.26
706,34,3,372.21
941,2,3,412.5
363,25,1,157.18
23,6,2,479.17
825,12,1,428.75
85,14,5,263.98
10,8,5,297.67
218,34,1,433.39
787,31,5,301.79
875,22,1,296.02
930,15,4,38.69
780,7,3,206.04
621,17,3,139.64
852,4,4,187.39
281,29,2,317.36
583,23,5,158.42
262,24,2,72.25
742,28,5,169.05
583,6,2,243.33
807,26,2,198.04
758,17,4,259.84
437,24,1,479.47
693,36,3,188.86
166,27,5,163.65
717,17,2,203.06
851,4,4,416.56
814,12,1,347.1
256,19,5,362.55
870,29,4,73.24
994,25,4,102.3
400,35,1,92.58
859,18,2,429.98
687,12,4,95.2
175,18,5,315.25
541,1,1,207.03
923,3,2,64.94
251,3,2,171.74
218,15,3,200.55
476,10,2,167.13
314,24,4,410.18
942,22,5,414.46
5,10,3,290.53
149,24,3,34.51
495,3,2,158.34
999,1,4,453.59
954,27,1,378.64
503,5,3,267.35
545,4,2,88.21
207,18,4,483.04
28,19,4,471.83
155,25,5,131.64
942,25,3,352.88
122,2,5,52.02
165,14,5,426.69
188,8,2,86.19
646,17,4,489.42
809,31,3,198.07
830,3,2,202.04
309,9,2,120.38
505,15,1,190.46
8,32,3,438.18
39,17,1,356.73
19,4,5,263.63
192,19,2,76.72
962,31,3,26.25
562,7,1,273.62
385,8,4,311.15
628,23,4,450.43
1000,22,2,236.85
41,10,3,411.87
537,11,1,130.74
799,8,4,240.51
835,24,5,142.61
421,24,4,84.13
498,33,5,425.65
726,19,2,266.8
874,7,5,392.63
877,29,5,306.42
890,34,3,484.48
651,14,4,316.04
533,16,5,226.99
200,5,3,166.98
596,22,4,177.82
968,36,5,79.47
356,30,5,175.93
258,25,1,338.55
943,29,1,218.93
195,22,1,342.22
430,29,2,342.12
819,21,1,388.05
215,24,3,441.96
606,30,4,380.47
708,2,5,24.7
493,13,2,372.45
551,26,1,104.7
774,14,3,123.15
877,26,4,277.01
560,35,4,148.54
343,10,2,474.15
580,25,5,28.43
663,30,5,354.87
445,11,3,231.99
429,18,5,224.38
773,4,1,226.39
34,31,1,127.14
936,23,2,142.63
995,11,1,465.33
652,17,2,332.33
254,15,1,469.53
849,27,3,124.7
153,32,3,61.53
52,8,4,114.4
260,6,2,347.64
523,13,1,352.82
738,35,2,133.66
195,2,2,247.6
405,34,1,270.82
943,1,4,167.22
228,3,3,353.74
289,4,2,431.39
121,14,3,458.46
415,17,5,428.72
411,9,4,44.24
732,15,2,142.55
6,32,1,26.43
742,1,4,482.88
448,2,1,237.23
805,10,2,32.22
347,21,2,335.81
315,15,3,33.94
954,27,5,400.02
490,26,5,237.35
822,18,5,58.39
768,11,1,43.26
649,21,1,122.0
318,21,4,320.87
468,9,1,67.67
778,34,4,483.6
84,19,2,52.92
306,12,2,349.41
565,23,1,469.48
771,34,5,128.4
300,9,1,317.89
817,4,4,434.89
151,2,5,420.42
714,6,5,329.61
190,7,2,190.85
835,33,2,149.12
937,30,3,468.2
970,35,1,173.87
329,15,4,495.84
805,11,3,481.18
996,9,3,471.66
500,31,2,260.0
435,11,5,257.91
476,33,5,411.94
254,8,5,139.08
899,35,1,252.16
327,6,3,374.41
112,9,2,470.19
670,19,2,172.65
203,33,4,294.01
86,31,4,185.26
759,17,4,161.63
841,2,4,360.48
836,3,4,115.95
356,12,3,207.81
690,15,2,447.85
464,19,1,21.73
796,4,1,211.84
865,18,5,28.01
696,2,2,20.66
882,18,4,469.67
825,32,3,461.5
708,14,5,211.16
269,5,3,67.64
359,10,4,95.31
626,31,3,345.78
231,9,2,105.12
173,18,5,43.3
551,7,1,197.22
613,30,3,474.69
703,36,3,315.73
311,4,3,86.54
349,10,5,118.87
144,25,4,339.25
852,8,2,293.74
163,2,4,22.12
91,22,4,157.34
948,19,4,78.11
851,16,3,100.38
888,32,1,141.96
531,2,5,400.86
405,30,5,28.89
493,19,2,168.54
16,34,2,396.49
857,10,1,425.51
347,2,1,259.18
620,31,3,472.46
804,2,5,303.73
78,33,4,352.99
751,24,1,488.88
556,25,2,66.65
667,35,5,321.24
790,21,2,114.61
622,14,2,21.51
715,33,1,455.15
869,12,4,286.4
607,11,3,53.82
133,7,1,455.93
504,17,3,252.01
607,5,4,221.13
811,2,4,121.69
65,7,1,119.56
761,7,3,451.38
351,12,1,145.88
554,19,3,107.72
64,16,1,196.1
700,31,1,100.29
26,31,5,59.19
123,24,5,385.13
644,14,3,156.46
675,36,1,386.51
85,31,4,484.63
854,15,3,272.83
572,15,3,482.93
404,1,2,145.14
185,33,2,189.79
555,33,3,323.92
982,28,3,480.01
933,2,3,41.99
881,7,5,357.94
582,27,5,400.73
399,21,2,465.48
279,29,3,312.48
200,28,5,397.71
928,31,5,213.13
883,27,2,280.1
888,22,5,225.09
216,18,3,270.05
300,17,3,401.88
785,5,3,326.25
154,11,4,217.17
879,13,5,178.0
796,10,4,299.29
763,12,4,156.79
689,18,5,305.88
266,4,5,42.37
69,3,4,162.13
300,25,5,191.18
427,1,2,195.41
281,34,3,354.14
581,17,1,29.67
260,35,4,134.23
110,1,5,371.89
34,30,2,37.56
687,23,2,216.65
675,2,1,236.66
676,27,5,28.25
112,4,1,62.36
787,9,3,443.12
748,1,5,116.61
442,6,2,104.5
708,2,3,299.0
622,3,5,141.94
405,16,1,365.54
387,9,1,355.48
986,35,3,75.5
305,19,5,88.48
567,18,5,434.66
4,36,2,36.35
948,23,2,69.84
861,4,2,164.98
159,21,5,301.5
181,8,1,302.02
795,31,4,467.38
622,6,2,195.86
303,23,3,468.9
100,7,5,147.93
991,1,3,159.79
749,33,3,460.38
153,18,2,435.92
969,4,3,301.2
73,13,2,326.77
823,23,5,490.16
382,21,1,282.65
531,15,3,196.06
445,11,1,219.49
594,19,4,375.03
666,16,3,474.92
99,15,3,284.35
291,29,2,429.51
272,14,5,325.05
253,12,5,365.32
17,18,3,150.81
968,26,5,38.91
487,27,5,193.59
775,33,4,247.8
491,26,2,116.91
515,22,3,150.6
85,5,4,109.5
408,32,1,279.09
79,9,5,277.32
694,18,4,488.97
183,36,2,420.97
979,6,3,76.25
652,5,3,93.39
274,9,3,31.33
710,5,3,423.58
78,10,3,174.72
723,19,3,39.97
706,33,2,497.9
410,24,4,325.37
547,26,4,408.16
550,4,2,413.22
531,27,2,492.3
522,32,3,390.98
813,18,4,239.7
999,11,2,275.28
56,25,1,38.7
254,5,4,256.36
516,14,3,50.17
745,29,5,191.47
408,28,2,462.18
696,13,4,49.92
370,12,1,222.17
647,34,4,304.04
339,12,2,278.73
887,21,5,294.99
85,28,2,279.51
328,30,2,306.1
604,31,3,468.22
510,28,5,327.88
730,8,3,300.46
317,7,4,290.56
55,22,3,353.45
198,2,1,136.25
335,36,4,39.48
836,11,4,497.77
882,16,3,61.06
932,36,5,136.87
483,29,5,468.3
923,8,2,152.18
342,19,5,482.5
419,13,1,477.18
44,36,1,332.25
133,32,2,355.91
179,33,2,165.3
170,2,2,280.07
913,8,4,157.09
970,5,1,433.82
63,5,4,224.63
168,8,1,229.7
394,25,1,330.93
102,9,4,449.72
299,17,3,85.69
617,7,4,301.72
299,5,3,198.63
375,12,3,370.13
268,9,3,113.59
406,29,1,441.91
744,7,1,53.56
158,5,5,484.17
146,25,3,197.51
595,21,1,393.66
506,9,4,476.35
849,30,5,204.03
509,24,4,167.89
722,21,5,140.5
524,10,2,235.95
787,16,3,207.94
783,24,5,338.22
212,18,4,204.87
735,32,3,409.52
87,5,3,467.48
481,9,2,319.77
129,30,2,344.91
179,26,5,222.69
150,9,3,143.8
989,8,5,248.34
698,5,5,417.01
332,30,2,166.6
262,34,1,283.19
327,4,3,496.16
820,16,5,199.97
247,34,3,204.06
838,4,5,396.62
168,12,5,234.26
908,5,1,339.37
669,14,5,127.86
318,7,2,379.78
123,4,5,411.21
146,25,4,381.25
795,7,2,380.23
333,22,1,315.97
469,15,4,127.86
160,7,1,56.72
747,20,4,284.37
838,30,1,276.24
1000,10,5,252.33
372,33,5,305.03
734,10,2,488.89
314,31,4,225.8
747,16,1,160.44
886,20,5,429.33
541,20,5,464.22
961,30,3,132.73
91,11,2,77.67
554,13,5,339.39
432,30,5,160.47
949,13,2,350.09
774,23,3,239.83
159,9,5,266.28
490,33,2,477.79
927,17,3,499.06
227,12,2,256.03
753,1,3,471.36
109,9,3,16.1
899,9,3,214.09
409,29,3,137.9
268,23,5,488.52
664,32,5,65.2
983,31,2,108.64
272,29,1,497.4
642,17,2,197.02
56,12,3,25.54
605,24,1,121.53
646,17,5,277.58
773,2,5,456.88
334,26,4,127.02
564,6,5,331.83
200,24,2,227.68
90,22,3,242.65
152,11,5,359.44
224,31,1,173.06
122,36,2,76.36
626,5,2,415.62
42,32,2,488.21
25,6,1,205.98
553,13,4,228.69
59,27,2,496.13
850,1,3,144.73
217,10,2,470.95
562,19,3,61.72
597,16,1,65.14
504,30,1,70.57
272,31,3,47.09
31,29,2,144.44
645,20,5,31.19
958,12,4,273.21
658,11,3,418.38
485,32,1,424.47
395,9,5,427.62
206,29,2,166.17
592,13,5,114.26
928,20,1,106.69
13,13,5,152.4
553,23,2,104.65
51,34,3,246.55
761,18,1,35.28
219,21,5,193.82
752,23,2,31.52
578,32,1,311.92
336,8,3,234.4
914,2,5,341.69
753,29,2,131.27
359,32,5,67.56
317,20,5,93.2
980,35,2,382.42
958,35,5,326.72
663,23,5,344.16
229,1,5,206.03
564,32,1,357.33
707,18,2,431.79
988,14,1,283.19
805,24,5,239.36
591,31,3,80.12
840,1,4,171.89
862,30,5,426.32
982,10,2,299.92
318,23,4,32.9
377,13,2,259.37
912,10,5,86.35
890,16,1,181.7
116,36,4,144.28
371,8,2,381.14
900,16,5,111.33
580,27,2,60.26
91,2,5,410.7
537,13,4,449.31
816,8,2,435.74
575,27,4,167.9
441,36,2,411.28
57,3,2,278.65
274,12,5,181.13
128,8,1,439.29
654,18,2,488.33
93,34,3,444.25
477,10,3,287.53
412,29,5,158.52
830,26,3,383.38
723,9,1,396.83
719,18,5,315.14
397,29,3,430.97
393,29,4,133.31
704,17,4,250.15
413,19,3,58.53
216,3,3,51.37
293,12,3,146.61
637,1,5,93.84
328,12,4,319.34
191,1,1,367.86
762,12,4,17.81
460,29,3,498.13
649,23,3,361.78
440,36,4,152.64
617,5,5,233.67
606,12,3,393.32
490,14,4,202.03
350,8,2,159.28
266,33,4,353.61
20,21,4,52.57
823,5,5,384.0
782,2,2,158.84
526,28,2,473.25
858,36,2,130.84
782,8,2,426.01
779,9,4,50.2
850,30,5,249.38
956,15,1,438.63
751,36,1,322.05
714,2,3,50.52
376,28,2,318.88
694,36,4,103.02
179,11,4,407.25
932,3,5,492.96
38,22,1,160.35
292,6,2,328.19
511,1,4,482.33
867,5,4,115.27
83,31,3,238.47
103,31,4,392.6
707,25,3,368.04
722,26,2,336.87
194,34,1,273.06
905,17,4,73.12
114,20,2,91.99
445,22,1,476.06
947,12,4,24.43
653,18,4,492.44
564,15,1,140.97
156,32,4,287.57
480,2,4,270.73
732,11,2,196.16
459,27,5,222.93
508,23,1,121.27
477,16,2,484.64
205,29,1,174.74
602,21,1,474.99
384,31,1,347.53
998,16,4,400.19
230,25,2,184.7
231,16,1,310.09
27,25,3,378.82
330,1,2,497.14
208,11,2,149.58
679,12,2,144.7
257,17,2,454.64
231,31,5,377.0
536,18,5,431.88
744,3,2,147.88
781,8,5,256.63
968,31,5,251.74
255,14,3,198.82
710,25,1,145.94
321,16,2,344.08
361,26,4,104.36
991,12,4,330.38
345,30,5,333.02
201,27,5,105.1
442,18,2,475.7
687,35,5,156.5
981,24,4,16.23
962,26,5,111.79
274,27,5,264.15
386,7,2,416.86
318,24,3,323.31
674,2,3,435.86
583,6,1,452.16
263,16,2,289.36
577,9,5,334.42
318,1,3,448.2
331,33,2,12.26
556,7,3,445.23
78,33,3,105.39
933,13,3,90.81
958,30,4,30.74
580,28,1,62.04
934,15,2,388.45
780,10,5,283.3
70,34,5,111.51
411,12,3,68.0
332,3,4,171.26
361,6,5,11.87
21,17,3,352.39
460,3,3,401.39
925,21,5,355.96
618,1,3,212.52
214,34,5,133.4
598,32,2,233.61
581,23,2,194.78
708,19,2,410.37
889,2,1,306.91
104,7,3,54.39
135,20,4,333.1
191,24,1,454.72
91,21,3,159.71
619,33,2,185.87
567,6,1,18.2
124,27,1,191.56
410,33,5,297.24
734,25,4,394.73
373,14,4,356.07
41,20,1,164.37
915,2,4,255.59
218,33,1,141.16
373,2,5,458.97
194,18,4,367.15
42,26,4,452.0
252,24,4,472.11
527,34,2,212.94
26,16,5,436.63
925,13,5,362.42
383,17,5,440.35
454,25,5,332.15
406,23,3,299.45
722,8,5,229.93
205,29,1,30.09
995,12,3,132.69
322,36,3,188.3
806,11,3,74.97
599,31,4,15.91
158,6,2,287.38
766,17,4,130.8
904,24,3,481.13
569,11,5,66.15
961,32,3,328.14
900,21,1,311.74
594,15,5,336.6
319,31,3,234.2
544,1,3,106.73
761,8,5,420.79
111,9,3,430.07
92,18,3,376.94
772,9,4,241.25
787,33,1,108.65
473,12,1,251.64
905,20,1,435.7
600,14,1,390.7
875,17,4,265.23
28,30,2,368.67
230,15,1,176.78
334,12,5,469.57
598,22,5,80.87
413,2,2,492.69
395,12,2,325.68
440,32,2,403.22
526,21,5,286.4
152,29,3,159.05
19,15,4,269.47
366,10,2,222.12
870,35,2,225.24
159,3,5,286.67
267,35,4,404.89
671,6,4,59.06
370,32,2,439.38
778,35,3,298.01
950,16,3,421.14
178,24,2,487.98
592,2,3,176.47
415,1,5,279.46
520,10,4,332.63
139,35,4,451.74
589,29,2,26.36
242,29,4,369.36
493,27,1,358.35
220,13,4,447.53
940,34,1,30.86
836,2,1,117.9
753,12,3,298.19
642,24,3,207.4
598,36,3,268.43
926,29,2,161.47
222,5,2,405.79
930,4,4,24.96
785,24,4,381.27
577,18,2,219.86
673,23,3,482.46
413,25,3,296.97
527,6,2,126.4
901,25,2,100.63
896,13,5,60.48
508,31,2,109.61
662,6,1,271.72
238,36,2,179.18
133,9,5,87.1
802,4,3,50.35
56,15,5,367.57
866,7,3,62.26
85,25,5,186.96
863,23,4,305.67
676,23,2,428.11
254,35,3,358.85
181,2,4,432.22
514,33,3,373.37
148,32,4,72.98
29,30,5,477.13
992,24,3,363.26
325,4,5,121.92
429,32,2,64.64
510,30,1,441.77
28,18,4,495.59
448,16,4,239.59
475,15,1,160.68
430,35,5,25.73
923,6,2,65.32
646,20,1,316.65
218,7,3,371.82
925,31,3,346.14
502,31,1,358.33
388,21,5,391.63
798,20,5,266.03
157,21,5,329.8
131,18,3,71.31
174,6,1,39.55
968,26,3,18.52
331,20,1,469.27
745,5,4,280.28
728,33,2,300.9
493,34,5,314.01
605,19,4,186.87
764,25,3,229.66
415,13,2,24.3
339,22,1,115.12
752,12,3,238.76
949,6,2,14.93
517,19,5,287.46
289,23,4,312.99
692,24,1,428.57
822,1,3,48.74
335,5,4,75.02
349,10,4,325.42
582,31,1,204.25
722,14,3,360.57
252,7,2,257.2
643,23,3,450.69
359,6,2,441.94
246,16,1,400.71
934,8,1,387.17
886,34,1,136.79
814,14,5,257.1
920,19,4,473.91
375,22,4,48.09
15,8,1,68.04
501,34,2,483.2
927,29,4,393.24
620,11,1,291.94
348,7,2,463.87
43,4,2,449.78
650,19,1,422.89
386,10,5,486.59
736,32,1,370.76
286,30,4,478.22
644,34,3,343.55
158,13,1,191.99
474,1,5,334.52
49,13,5,100.51
40,22,5,123.2
800,22,5,149.47
345,36,2,177.53
904,13,3,429.35
620,1,5,34.31
990,30,1,375.07
11,3,4,356.28
597,28,2,154.71
11,3,1,90.4
770,7,4,489.7
69,13,1,79.43
400,34,5,187.1
319,22,2,338.08
643,24,5,462.24
361,26,5,238.21
792,33,4,474.72
928,17,5,471.69
8,16,4,188.06
688,10,3,268.29
354,19,4,404.26
682,3,3,469.41
971,6,2,46.42
383,26,3,60.09
423,15,5,243.89
304,28,5,88.5
409,33,1,265.66
274,30,3,217.74
236,16,3,322.7
125,23,4,455.63
470,19,3,446.91
470,35,4,284.92
993,17,2,234.3
26,17,5,278.3
787,3,1,45.24
292,10,3,212.26
177,15,3,400.61
114,22,2,71.48
353,26,1,194.72
109,17,4,414.16
114,28,3,184.57
616,14,3,13.98
60,18,4,15.97
103,7,3,447.36
734,26,5,483.04
841,30,3,114.76
990,9,5,211.84
592,2,5,350.07
958,12,3,51.61
943,18,3,308.81
315,21,3,422.46
738,30,3,254.47
500,8,2,111.36
397,28,2,329.02
283,35,3,485.68
976,36,5,279.84
992,14,2,27.83
756,18,4,95.92
781,33,2,403.44
327,13,5,368.39
27,23,3,371.2
81,10,2,23.73
549,36,1,411.55
296,32,3,228.58
931,19,1,59.95
890,17,5,291.19
992,12,2,352.22
641,13,4,314.55
761,13,3,44.7
355,12,1,352.35
932,26,3,198.14
679,26,3,131.16
290,18,5,201.36
919,34,2,150.36
76,4,5,162.58
140,18,2,312.49
657,34,1,317.5
721,31,3,155.53
54,7,3,460.44
763,11,5,308.45
131,35,1,55.15
167,9,3,62.52
998,7,5,299.8
332,30,1,246.44
763,15,4,324.87
410,19,2,143.59
43,20,4,221.1
719,11,4,55.88
851,28,5,318.31
68,13,2,216.31
458,13,5,138.69
380,25,4,445.31
442,17,2,65.82
